,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,home_wins,away_wins,favorite_margin,primetime,team_favorite_id,favorite_cover,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,who_covered,day_week,primetime,winning_score,losing_score,win_margin,home_margin,away_margin,favorite_margin,home_favored_by,home_difference,home_cover,home_favorite_cover,home_dog_cover
4055,11/9/97,1997,11,FALSE,PIT,37,0,BAL,,,37,TRUE,PIT,TRUE,-6.5,45,Three Rivers Stadium,FALSE,46,13,76,,PIT,Sunday,TRUE,37,0,37,37,-37,37,6.5,30.5,TRUE,TRUE,HOME FAV
4056,11/9/97,1997,11,FALSE,LAC,31,37,SEA,,,6,FALSE,SEA,TRUE,-3,41.5,Qualcomm Stadium,FALSE,63,7,71,,SEA,Sunday,FALSE,37,31,6,-6,6,6,-3,-3,FALSE,AWAY FAV,FALSE
4057,11/9/97,1997,11,FALSE,TEN,10,6,NYG,,,4,FALSE,TEN,TRUE,-2.5,39,Liberty Bowl Memorial Stadium,FALSE,46,7,79,,TEN,Sunday,FALSE,10,6,4,4,-4,4,2.5,1.5,TRUE,TRUE,HOME FAV
4058,11/9/97,1997,11,FALSE,WAS,30,7,DET,,,23,FALSE,WAS,TRUE,-4,41,FedEx Field,FALSE,50,15,85,,WAS,Sunday,FALSE,30,7,23,23,-23,23,4,19,TRUE,TRUE,HOME FAV
4059,11/10/97,1997,11,FALSE,PHI,12,24,SF,,,12,TRUE,SF,TRUE,-3.5,39.5,Veterans Stadium,FALSE,47,12,67,,SF,Monday,TRUE,24,12,12,-12,12,12,-3.5,-8.5,FALSE,AWAY FAV,FALSE
4060,11/16/97,1997,12,FALSE,BAL,10,10,PHI,,,0,FALSE,BAL,FALSE,-2.5,41,Memorial Stadium (Baltimore),FALSE,38,14,68,,PHI,Sunday,FALSE,10,10,0,0,0,0,2.5,-2.5,FALSE,FALSE,HOME FAV
4061,11/16/97,1997,12,FALSE,CHI,15,23,NYJ,,,8,FALSE,NYJ,TRUE,-3,41,Soldier Field,FALSE,25,11,78,,NYJ,Sunday,FALSE,23,15,8,-8,8,8,-3,-5,FALSE,AWAY FAV,FALSE
4062,11/16/97,1997,12,FALSE,DAL,17,14,WAS,,,3,FALSE,DAL,FALSE,-5.5,38.5,Texas Stadium,FALSE,37,8,56,,WAS,Sunday,FALSE,17,14,3,3,-3,3,5.5,-2.5,FALSE,FALSE,HOME FAV
4063,11/16/97,1997,12,FALSE,DET,38,15,MIN,,,-23,FALSE,MIN,FALSE,-1,43,Pontiac Silverdome,FALSE,72,0,,DOME,DET,Sunday,FALSE,38,15,23,23,-23,-23,-1,24,TRUE,AWAY FAV,TRUE
4064,11/16/97,1997,12,FALSE,IND,41,38,GB,,,-3,FALSE,GB,FALSE,-13,39.5,RCA Dome,FALSE,72,0,,DOME,IND,Sunday,FALSE,41,38,3,3,-3,-3,-13,16,TRUE,AWAY FAV,TRUE
4065,11/16/97,1997,12,FALSE,JAX,17,9,TEN,,,8,FALSE,JAX,TRUE,-6,42.5,EverBank Field,FALSE,56,10,58,,JAX,Sunday,FALSE,17,9,8,8,-8,8,6,2,TRUE,TRUE,HOME FAV
4066,11/16/97,1997,12,FALSE,KC,24,22,DEN,,,-2,FALSE,DEN,FALSE,-3,40,Arrowhead Stadium,FALSE,24,8,71,,KC,Sunday,FALSE,24,22,2,2,-2,-2,-3,5,TRUE,AWAY FAV,TRUE
4067,11/16/97,1997,12,FALSE,NO,20,17,SEA,,,-3,FALSE,SEA,FALSE,-6,39,Louisiana Superdome,FALSE,72,0,,DOME,NO,Sunday,FALSE,20,17,3,3,-3,-3,-6,9,TRUE,AWAY FAV,TRUE
4068,11/16/97,1997,12,FALSE,NYG,19,10,ARI,,,9,FALSE,NYG,TRUE,-5.5,37,Giants Stadium,FALSE,38,17,69,,NYG,Sunday,FALSE,19,10,9,9,-9,9,5.5,3.5,TRUE,TRUE,HOME FAV
4069,11/16/97,1997,12,FALSE,PIT,20,3,CIN,,,17,FALSE,PIT,TRUE,-9.5,43,Three Rivers Stadium,FALSE,29,15,78,,PIT,Sunday,FALSE,20,3,17,17,-17,17,9.5,7.5,TRUE,TRUE,HOME FAV
4070,11/16/97,1997,12,FALSE,LAC,13,38,LVR,,,25,TRUE,PICK,TRUE,0,44,Qualcomm Stadium,FALSE,61,6,72,,PICK,Sunday,TRUE,38,13,25,-25,25,25,0,-25,FALSE,AWAY FAV,HOME FAV
4071,11/16/97,1997,12,FALSE,SF,27,19,CAR,,,8,FALSE,SF,FALSE,-10,38.5,Candlestick Park,FALSE,56,12,86,,CAR,Sunday,FALSE,27,19,8,8,-8,8,10,-2,FALSE,FALSE,HOME FAV
4072,11/16/97,1997,12,FALSE,LAR,21,27,ATL,,,-6,FALSE,LAR,FALSE,-3.5,42.5,Edward Jones Dome,FALSE,72,0,,DOME,ATL,Sunday,FALSE,27,21,6,-6,6,-6,3.5,-9.5,FALSE,FALSE,HOME FAV
4073,11/16/97,1997,12,FALSE,TB,27,7,NE,,,-20,FALSE,NE,FALSE,-2,41,Houlihan's Stadium,FALSE,60,9,73,,TB,Sunday,FALSE,27,7,20,20,-20,-20,-2,22,TRUE,AWAY FAV,TRUE
4074,11/17/97,1997,12,FALSE,MIA,30,13,BUF,,,17,TRUE,MIA,TRUE,-6,38.5,Sun Life Stadium,FALSE,70,11,73,,MIA,Monday,TRUE,30,13,17,17,-17,17,6,11,TRUE,TRUE,HOME FAV
4075,11/23/97,1997,13,FALSE,ATL,20,3,NO,,,17,FALSE,ATL,TRUE,-4.5,38,Georgia Dome,FALSE,72,0,,DOME,ATL,Sunday,FALSE,20,3,17,17,-17,17,4.5,12.5,TRUE,TRUE,HOME FAV
4076,11/23/97,1997,13,FALSE,BAL,13,16,ARI,,,-3,FALSE,BAL,FALSE,-4,40,Memorial Stadium (Baltimore),FALSE,48,3,93,,ARI,Sunday,FALSE,16,13,3,-3,3,-3,4,-7,FALSE,FALSE,HOME FAV
4077,11/23/97,1997,13,FALSE,CHI,13,7,TB,,,-6,FALSE,TB,FALSE,-5.5,36.5,Soldier Field,FALSE,27,13,73,,CHI,Sunday,FALSE,13,7,6,6,-6,-6,-5.5,11.5,TRUE,AWAY FAV,TRUE
4078,11/23/97,1997,13,FALSE,CIN,31,26,JAX,,,-5,FALSE,JAX,FALSE,-6,40.5,Cinergy Field,FALSE,39,11,74,,CIN,Sunday,FALSE,31,26,5,5,-5,-5,-6,11,TRUE,AWAY FAV,TRUE
4079,11/23/97,1997,13,FALSE,DET,32,10,IND,,,22,FALSE,DET,TRUE,-8.5,42.5,Pontiac Silverdome,FALSE,72,0,,DOME,DET,Sunday,FALSE,32,10,22,22,-22,22,8.5,13.5,TRUE,TRUE,HOME FAV
4080,11/23/97,1997,13,FALSE,GB,45,17,DAL,,,28,FALSE,GB,TRUE,-7,38,Lambeau Field,FALSE,23,17,62,,GB,Sunday,FALSE,45,17,28,28,-28,28,7,21,TRUE,TRUE,HOME FAV
4081,11/23/97,1997,13,FALSE,NE,27,24,MIA,,,3,FALSE,NE,FALSE,-4,39,Foxboro Stadium,FALSE,32,12,92,,MIA,Sunday,FALSE,27,24,3,3,-3,3,4,-1,FALSE,FALSE,HOME FAV
4082,11/23/97,1997,13,FALSE,NYJ,23,21,MIN,,,2,FALSE,NYJ,FALSE,-3,42.5,Giants Stadium,FALSE,39,10,98,,MIN,Sunday,FALSE,23,21,2,2,-2,2,3,-1,FALSE,FALSE,HOME FAV
4083,11/23/97,1997,13,FALSE,PHI,23,20,PIT,,,-3,FALSE,PIT,FALSE,-3,37,Veterans Stadium,FALSE,45,6,90,,PHI,Sunday,FALSE,23,20,3,3,-3,-3,-3,6,TRUE,AWAY FAV,TRUE
4084,11/23/97,1997,13,FALSE,SF,17,10,LAC,,,7,FALSE,SF,FALSE,-14,40,Candlestick Park,FALSE,61,15,86,,LAC,Sunday,FALSE,17,10,7,7,-7,7,14,-7,FALSE,FALSE,HOME FAV
4085,11/23/97,1997,13,FALSE,SEA,14,19,KC,,,-5,FALSE,SEA,FALSE,-3,41,Seattle Kingdome,FALSE,72,0,,DOME,KC,Sunday,FALSE,19,14,5,-5,5,-5,3,-8,FALSE,FALSE,HOME FAV
4086,11/23/97,1997,13,FALSE,LAR,10,16,CAR,,,6,FALSE,CAR,TRUE,-3,39,Edward Jones Dome,FALSE,72,0,,DOME,CAR,Sunday,FALSE,16,10,6,-6,6,6,-3,-3,FALSE,AWAY FAV,FALSE
4087,11/23/97,1997,13,FALSE,TEN,31,14,BUF,,,17,FALSE,TEN,TRUE,-3.5,37,Liberty Bowl Memorial Stadium,FALSE,40,6,90,,TEN,Sunday,FALSE,31,14,17,17,-17,17,3.5,13.5,TRUE,TRUE,HOME FAV
4088,11/23/97,1997,13,FALSE,WAS,7,7,NYG,,,0,TRUE,WAS,FALSE,-5.5,36,FedEx Field,FALSE,49,5,90,,NYG,Sunday,TRUE,7,7,0,0,0,0,5.5,-5.5,FALSE,FALSE,HOME FAV
4089,11/24/97,1997,13,FALSE,DEN,31,3,LVR,,,28,TRUE,DEN,TRUE,-8.5,45.5,Mile High Stadium,FALSE,42,11,42,,DEN,Monday,TRUE,31,3,28,28,-28,28,8.5,19.5,TRUE,TRUE,HOME FAV
4090,11/27/97,1997,14,FALSE,DAL,14,27,TEN,,,-13,TRUE,DAL,FALSE,-6.5,38.5,Texas Stadium,FALSE,66,16,68,,TEN,Thursday,TRUE,27,14,13,-13,13,-13,6.5,-19.5,FALSE,FALSE,HOME FAV
4091,11/27/97,1997,14,FALSE,DET,55,20,CHI,,,35,TRUE,DET,TRUE,-8,43,Pontiac Silverdome,FALSE,72,0,,DOME,DET,Thursday,TRUE,55,20,35,35,-35,35,8,27,TRUE,TRUE,HOME FAV
4092,11/30/97,1997,14,FALSE,ARI,20,26,PIT,,,6,FALSE,PIT,TRUE,-5.5,38,University of Phoenix Stadium,FALSE,56,5,52,,PIT,Sunday,FALSE,26,20,6,-6,6,6,-5.5,-0.5,FALSE,AWAY FAV,FALSE
4093,11/30/97,1997,14,FALSE,BUF,20,10,NYJ,,,-10,FALSE,NYJ,FALSE,-2.5,38.5,Ralph Wilson Stadium,FALSE,39,6,92,,BUF,Sunday,FALSE,20,10,10,10,-10,-10,-2.5,12.5,TRUE,AWAY FAV,TRUE
4094,11/30/97,1997,14,FALSE,CAR,13,16,NO,,,-3,FALSE,CAR,FALSE,-9,36,Bank of America Stadium,FALSE,57,6,93,,NO,Sunday,FALSE,16,13,3,-3,3,-3,9,-12,FALSE,FALSE,HOME FAV
4095,11/30/97,1997,14,FALSE,JAX,29,27,BAL,,,2,FALSE,JAX,FALSE,-8,43.5,EverBank Field,FALSE,71,14,89,,BAL,Sunday,FALSE,29,27,2,2,-2,2,8,-6,FALSE,FALSE,HOME FAV
4096,11/30/97,1997,14,FALSE,KC,44,9,SF,,,-35,FALSE,SF,FALSE,-4.5,37,Arrowhead Stadium,FALSE,46,14,84,,KC,Sunday,FALSE,44,9,35,35,-35,-35,-4.5,39.5,TRUE,AWAY FAV,TRUE
4097,11/30/97,1997,14,FALSE,NE,20,17,IND,,,3,FALSE,NE,FALSE,-11.5,40,Foxboro Stadium,FALSE,38,7,58,,IND,Sunday,FALSE,20,17,3,3,-3,3,11.5,-8.5,FALSE,FALSE,HOME FAV
4098,11/30/97,1997,14,FALSE,NYG,8,20,TB,,,-12,FALSE,NYG,FALSE,-1,35,Giants Stadium,FALSE,45,7,75,,TB,Sunday,FALSE,20,8,12,-12,12,-12,1,-13,FALSE,FALSE,HOME FAV
4099,11/30/97,1997,14,FALSE,LVR,16,34,MIA,,,18,FALSE,MIA,TRUE,-2.5,44,Oakland Coliseum,FALSE,56,12,76,,MIA,Sunday,FALSE,34,16,18,-18,18,18,-2.5,-15.5,FALSE,AWAY FAV,FALSE
4100,11/30/97,1997,14,FALSE,PHI,44,42,CIN,,,2,FALSE,PHI,FALSE,-5,39,Veterans Stadium,FALSE,46,5,80,,CIN,Sunday,FALSE,44,42,2,2,-2,2,5,-3,FALSE,FALSE,HOME FAV
4101,11/30/97,1997,14,FALSE,LAC,28,38,DEN,,,10,TRUE,DEN,TRUE,-8.5,43.5,Qualcomm Stadium,FALSE,61,8,67,,DEN,Sunday,TRUE,38,28,10,-10,10,10,-8.5,-1.5,FALSE,AWAY FAV,FALSE
4102,11/30/97,1997,14,FALSE,SEA,17,24,ATL,,,-7,FALSE,SEA,FALSE,-7,43.5,Seattle Kingdome,FALSE,72,0,,DOME,ATL,Sunday,FALSE,24,17,7,-7,7,-7,7,-14,FALSE,FALSE,HOME FAV
4103,11/30/97,1997,14,FALSE,WAS,20,23,LAR,,,-3,FALSE,WAS,FALSE,-8.5,36.5,FedEx Field,FALSE,50,6,82,,LAR,Sunday,FALSE,23,20,3,-3,3,-3,8.5,-11.5,FALSE,FALSE,HOME FAV
4104,12/1/97,1997,14,FALSE,MIN,11,27,GB,,,16,TRUE,GB,TRUE,-3,44,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME,GB,Monday,TRUE,27,11,16,-16,16,16,-3,-13,FALSE,AWAY FAV,FALSE
4105,12/4/97,1997,15,FALSE,CIN,41,14,TEN,,,-27,TRUE,TEN,FALSE,-3,41.5,Cinergy Field,FALSE,42,13,84,,CIN,Thursday,TRUE,41,14,27,27,-27,-27,-3,30,TRUE,AWAY FAV,TRUE
4106,12/7/97,1997,15,FALSE,ARI,28,38,WAS,,,10,FALSE,WAS,TRUE,-2.5,38,University of Phoenix Stadium,FALSE,57,6,82,,WAS,Sunday,FALSE,38,28,10,-10,10,10,-2.5,-7.5,FALSE,AWAY FAV,FALSE
4107,12/7/97,1997,15,FALSE,BAL,31,24,SEA,,,7,FALSE,BAL,TRUE,-1,45.5,Memorial Stadium (Baltimore),FALSE,36,16,53,,BAL,Sunday,FALSE,31,24,7,7,-7,7,1,6,TRUE,TRUE,HOME FAV
4108,12/7/97,1997,15,FALSE,CHI,20,3,BUF,,,-17,FALSE,BUF,FALSE,-1.5,37,Soldier Field,FALSE,31,11,80,,CHI,Sunday,FALSE,20,3,17,17,-17,-17,-1.5,18.5,TRUE,AWAY FAV,TRUE
4109,12/7/97,1997,15,FALSE,JAX,20,26,NE,,,-6,FALSE,JAX,FALSE,-3.5,44.5,EverBank Field,FALSE,43,9,56,,NE,Sunday,FALSE,26,20,6,-6,6,-6,3.5,-9.5,FALSE,FALSE,HOME FAV
4110,12/7/97,1997,15,FALSE,KC,30,0,LVR,,,30,FALSE,KC,TRUE,-9,42,Arrowhead Stadium,FALSE,25,7,87,,KC,Sunday,FALSE,30,0,30,30,-30,30,9,21,TRUE,TRUE,HOME FAV
4111,12/7/97,1997,15,FALSE,MIA,33,30,DET,,,3,TRUE,MIA,FALSE,-3.5,43,Sun Life Stadium,FALSE,56,7,62,,DET,Sunday,TRUE,33,30,3,3,-3,3,3.5,-0.5,FALSE,FALSE,HOME FAV
4112,12/7/97,1997,15,FALSE,NO,27,34,LAR,,,-7,FALSE,NO,FALSE,-1.5,37,Louisiana Superdome,FALSE,72,0,,DOME,LAR,Sunday,FALSE,34,27,7,-7,7,-7,1.5,-8.5,FALSE,FALSE,HOME FAV
4113,12/7/97,1997,15,FALSE,NYJ,14,22,IND,,,-8,FALSE,NYJ,FALSE,-8,41,Giants Stadium,FALSE,35,19,63,,IND,Sunday,FALSE,22,14,8,-8,8,-8,8,-16,FALSE,FALSE,HOME FAV
4114,12/7/97,1997,15,FALSE,PHI,21,31,NYG,,,-10,FALSE,PHI,FALSE,-4,35.5,Veterans Stadium,FALSE,35,17,56,,NYG,Sunday,FALSE,31,21,10,-10,10,-10,4,-14,FALSE,FALSE,HOME FAV
4115,12/7/97,1997,15,FALSE,PIT,35,24,DEN,,,11,FALSE,PIT,TRUE,-1,43,Three Rivers Stadium,FALSE,28,13,86,,PIT,Sunday,FALSE,35,24,11,11,-11,11,1,10,TRUE,TRUE,HOME FAV
4116,12/7/97,1997,15,FALSE,LAC,3,14,ATL,,,11,FALSE,ATL,TRUE,-3,43.5,Qualcomm Stadium,FALSE,62,11,82,,ATL,Sunday,FALSE,14,3,11,-11,11,11,-3,-8,FALSE,AWAY FAV,FALSE
4117,12/7/97,1997,15,FALSE,SF,28,17,MIN,,,11,FALSE,SF,TRUE,-7,41,Candlestick Park,FALSE,57,14,91,,SF,Sunday,FALSE,28,17,11,11,-11,11,7,4,TRUE,TRUE,HOME FAV
4118,12/7/97,1997,15,FALSE,TB,6,17,GB,,,11,FALSE,GB,TRUE,-4,38,Houlihan's Stadium,FALSE,49,8,56,,GB,Sunday,FALSE,17,6,11,-11,11,11,-4,-7,FALSE,AWAY FAV,FALSE
4119,12/8/97,1997,15,FALSE,DAL,13,23,CAR,,,-10,TRUE,DAL,FALSE,-6.5,36.5,Texas Stadium,FALSE,49,11,88,,CAR,Monday,TRUE,23,13,10,-10,10,-10,6.5,-16.5,FALSE,FALSE,HOME FAV
4120,12/13/97,1997,16,FALSE,NE,21,24,PIT,,,-3,FALSE,NE,FALSE,-2.5,42,Foxboro Stadium,FALSE,36,14,86,,PIT,Saturday,FALSE,24,21,3,-3,3,-3,2.5,-5.5,FALSE,FALSE,HOME FAV
4121,12/13/97,1997,16,FALSE,NYG,30,10,WAS,,,20,FALSE,NYG,TRUE,-3,36.5,Giants Stadium,FALSE,36,13,69,,NYG,Saturday,FALSE,30,10,20,20,-20,20,3,17,TRUE,TRUE,HOME FAV
4122,12/14/97,1997,16,FALSE,ATL,20,17,PHI,,,3,FALSE,ATL,TRUE,-2,42.5,Georgia Dome,FALSE,72,0,,DOME,ATL,Sunday,FALSE,20,17,3,3,-3,3,2,1,TRUE,TRUE,HOME FAV
4123,12/14/97,1997,16,FALSE,BAL,21,19,TEN,,,-2,FALSE,PICK,FALSE,0,43,Memorial Stadium (Baltimore),FALSE,35,11,61,,BAL,Sunday,FALSE,21,19,2,2,-2,-2,0,2,TRUE,AWAY FAV,HOME FAV
4124,12/14/97,1997,16,FALSE,BUF,14,20,JAX,,,6,FALSE,JAX,TRUE,-5,38.5,Ralph Wilson Stadium,FALSE,30,15,74,,JAX,Sunday,FALSE,20,14,6,-6,6,6,-5,-1,FALSE,AWAY FAV,FALSE
4125,12/14/97,1997,16,FALSE,CAR,10,31,GB,,,21,FALSE,GB,TRUE,-7,38,Bank of America Stadium,FALSE,41,8,52,,GB,Sunday,FALSE,31,10,21,-21,21,21,-7,-14,FALSE,AWAY FAV,FALSE
4126,12/14/97,1997,16,FALSE,CIN,31,24,DAL,,,7,FALSE,CIN,TRUE,-3.5,41.5,Cinergy Field,FALSE,33,6,73,,CIN,Sunday,FALSE,31,24,7,7,-7,7,3.5,3.5,TRUE,TRUE,HOME FAV
4127,12/14/97,1997,16,FALSE,IND,41,0,MIA,,,-41,FALSE,MIA,FALSE,-4,41,RCA Dome,FALSE,72,0,,DOME,IND,Sunday,FALSE,41,0,41,41,-41,-41,-4,45,TRUE,AWAY FAV,TRUE
4128,12/14/97,1997,16,FALSE,MIN,13,14,DET,,,-1,FALSE,MIN,FALSE,-2.5,46,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME,DET,Sunday,FALSE,14,13,1,-1,1,-1,2.5,-3.5,FALSE,FALSE,HOME FAV
4129,12/14/97,1997,16,FALSE,NO,27,10,ARI,,,17,FALSE,NO,TRUE,-2,38.5,Louisiana Superdome,FALSE,72,0,,DOME,NO,Sunday,FALSE,27,10,17,17,-17,17,2,15,TRUE,TRUE,HOME FAV
4130,12/14/97,1997,16,FALSE,NYJ,31,0,TB,,,-31,FALSE,TB,FALSE,-2.5,37,Giants Stadium,FALSE,38,20,56,,NYJ,Sunday,FALSE,31,0,31,31,-31,-31,-2.5,33.5,TRUE,AWAY FAV,TRUE
4131,12/14/97,1997,16,FALSE,LVR,21,22,SEA,,,-1,FALSE,LVR,FALSE,-1.5,46,Oakland Coliseum,FALSE,53,12,79,,SEA,Sunday,FALSE,22,21,1,-1,1,-1,1.5,-2.5,FALSE,FALSE,HOME FAV
4132,12/14/97,1997,16,FALSE,LAC,7,29,KC,,,22,FALSE,KC,TRUE,-9.5,41,Qualcomm Stadium,FALSE,58,6,52,,KC,Sunday,FALSE,29,7,22,-22,22,22,-9.5,-12.5,FALSE,AWAY FAV,FALSE
4133,12/14/97,1997,16,FALSE,LAR,10,13,CHI,,,-3,TRUE,LAR,FALSE,-3,41,Edward Jones Dome,FALSE,72,0,,DOME,CHI,Sunday,TRUE,13,10,3,-3,3,-3,3,-6,FALSE,FALSE,HOME FAV
4134,12/15/97,1997,16,FALSE,SF,34,17,DEN,,,17,TRUE,SF,TRUE,-4,44,Candlestick Park,FALSE,49,7,90,,SF,Monday,TRUE,34,17,17,17,-17,17,4,13,TRUE,TRUE,HOME FAV
4135,12/20/97,1997,17,FALSE,CAR,18,30,LAR,,,-12,FALSE,CAR,FALSE,-5,38,Bank of America Stadium,FALSE,49,6,50,,LAR,Saturday,FALSE,30,18,12,-12,12,-12,5,-17,FALSE,FALSE,HOME FAV
4136,12/20/97,1997,17,FALSE,GB,31,21,BUF,,,10,FALSE,GB,TRUE,-7,37.5,Lambeau Field,FALSE,32,7,73,,GB,Saturday,FALSE,31,21,10,10,-10,10,7,3,TRUE,TRUE,HOME FAV
4137,12/21/97,1997,17,FALSE,ARI,29,26,ATL,,,-3,FALSE,ATL,FALSE,-1.5,42.5,University of Phoenix Stadium,FALSE,55,8,71,,ARI,Sunday,FALSE,29,26,3,3,-3,-3,-1.5,4.5,TRUE,AWAY FAV,TRUE
4138,12/21/97,1997,17,FALSE,CIN,16,14,BAL,,,2,FALSE,CIN,FALSE,-7,45,Cinergy Field,FALSE,37,13,74,,BAL,Sunday,FALSE,16,14,2,2,-2,2,7,-5,FALSE,FALSE,HOME FAV
4139,12/21/97,1997,17,FALSE,DAL,7,20,NYG,,,-13,FALSE,DAL,FALSE,-1.5,38,Texas Stadium,FALSE,48,17,87,,NYG,Sunday,FALSE,20,7,13,-13,13,-13,1.5,-14.5,FALSE,FALSE,HOME FAV
4140,12/21/97,1997,17,FALSE,DEN,38,3,LAC,,,35,FALSE,DEN,TRUE,-13,41.5,Mile High Stadium,FALSE,23,6,80,,DEN,Sunday,FALSE,38,3,35,35,-35,35,13,22,TRUE,TRUE,HOME FAV
4141,12/21/97,1997,17,FALSE,DET,13,10,NYJ,,,3,FALSE,DET,FALSE,-5.5,43,Pontiac Silverdome,FALSE,72,0,,DOME,NYJ,Sunday,FALSE,13,10,3,3,-3,3,5.5,-2.5,FALSE,FALSE,HOME FAV
4142,12/21/97,1997,17,FALSE,KC,25,13,NO,,,12,FALSE,KC,TRUE,-7,37,Arrowhead Stadium,FALSE,31,16,84,,KC,Sunday,FALSE,25,13,12,12,-12,12,7,5,TRUE,TRUE,HOME FAV
4143,12/21/97,1997,17,FALSE,MIN,39,28,IND,,,11,FALSE,MIN,TRUE,-6.5,42,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME,MIN,Sunday,FALSE,39,28,11,11,-11,11,6.5,4.5,TRUE,TRUE,HOME FAV
4144,12/21/97,1997,17,FALSE,LVR,9,20,JAX,,,11,FALSE,JAX,TRUE,-2.5,44,Oakland Coliseum,FALSE,52,12,54,,JAX,Sunday,FALSE,20,9,11,-11,11,11,-2.5,-8.5,FALSE,AWAY FAV,FALSE
4145,12/21/97,1997,17,FALSE,SEA,38,9,SF,,,-29,TRUE,SF,FALSE,-2.5,42.5,Seattle Kingdome,FALSE,72,0,,DOME,SEA,Sunday,TRUE,38,9,29,29,-29,-29,-2.5,31.5,TRUE,AWAY FAV,TRUE
4146,12/21/97,1997,17,FALSE,TB,31,15,CHI,,,16,FALSE,TB,TRUE,-7.5,36.5,Houlihan's Stadium,FALSE,65,6,86,,TB,Sunday,FALSE,31,15,16,16,-16,16,7.5,8.5,TRUE,TRUE,HOME FAV
4147,12/21/97,1997,17,FALSE,TEN,16,6,PIT,,,-10,FALSE,PIT,FALSE,-1.5,39.5,Liberty Bowl Memorial Stadium,FALSE,47,15,83,,TEN,Sunday,FALSE,16,6,10,10,-10,-10,-1.5,11.5,TRUE,AWAY FAV,TRUE
4148,12/21/97,1997,17,FALSE,WAS,35,32,PHI,,,3,FALSE,WAS,FALSE,-5.5,38,FedEx Field,FALSE,42,10,58,,PHI,Sunday,FALSE,35,32,3,3,-3,3,5.5,-2.5,FALSE,FALSE,HOME FAV
4149,12/22/97,1997,17,FALSE,MIA,12,14,NE,,,-2,TRUE,MIA,FALSE,-2,44.5,Sun Life Stadium,FALSE,76,12,84,,NE,Monday,TRUE,14,12,2,-2,2,-2,2,-4,FALSE,FALSE,HOME FAV
4150,9/6/98,1998,1,FALSE,BAL,13,20,PIT,,,7,FALSE,PIT,TRUE,-3,42,M&T Bank Stadium,FALSE,73,5,51,,PIT,Sunday,FALSE,20,13,7,-7,7,7,-3,-4,FALSE,AWAY FAV,FALSE
4151,9/6/98,1998,1,FALSE,CAR,14,19,ATL,,,-5,FALSE,CAR,FALSE,-4.5,38.5,Bank of America Stadium,FALSE,79,5,76,,ATL,Sunday,FALSE,19,14,5,-5,5,-5,4.5,-9.5,FALSE,FALSE,HOME FAV
4152,9/6/98,1998,1,FALSE,CHI,23,24,JAX,,,1,FALSE,JAX,FALSE,-10,41,Soldier Field,FALSE,80,7,73,,CHI,Sunday,FALSE,24,23,1,-1,1,1,-10,9,TRUE,AWAY FAV,TRUE
4153,9/6/98,1998,1,FALSE,CIN,14,23,TEN,,,9,FALSE,PICK,TRUE,0,44,Cinergy Field,FALSE,81,8,62,,PICK,Sunday,FALSE,23,14,9,-9,9,9,0,-9,FALSE,AWAY FAV,HOME FAV
4154,9/6/98,1998,1,FALSE,DAL,38,10,ARI,,,28,FALSE,DAL,TRUE,-5.5,41.5,Texas Stadium,FALSE,88,11,44,,DAL,Sunday,FALSE,38,10,28,28,-28,28,5.5,22.5,TRUE,TRUE,HOME FAV
4155,9/6/98,1998,1,FALSE,GB,38,19,DET,,,19,FALSE,GB,TRUE,-9.5,44.5,Lambeau Field,FALSE,74,8,73,,GB,Sunday,FALSE,38,19,19,19,-19,19,9.5,9.5,TRUE,TRUE,HOME FAV
4156,9/6/98,1998,1,FALSE,IND,15,24,MIA,,,9,FALSE,MIA,TRUE,-3.5,39,RCA Dome,FALSE,72,0,,DOME,MIA,Sunday,FALSE,24,15,9,-9,9,9,-3.5,-5.5,FALSE,AWAY FAV,FALSE
4157,9/6/98,1998,1,FALSE,KC,28,8,LVR,,,20,TRUE,KC,TRUE,-8,41,Arrowhead Stadium,FALSE,84,12,66,,KC,Sunday,TRUE,28,8,20,20,-20,20,8,12,TRUE,TRUE,HOME FAV
4158,9/6/98,1998,1,FALSE,MIN,31,7,TB,,,24,FALSE,MIN,TRUE,-3,39.5,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME,MIN,Sunday,FALSE,31,7,24,24,-24,24,3,21,TRUE,TRUE,HOME FAV
4159,9/6/98,1998,1,FALSE,NYG,31,24,WAS,,,7,FALSE,NYG,TRUE,-2.5,36.5,Giants Stadium,FALSE,80,12,42,,NYG,Sunday,FALSE,31,24,7,7,-7,7,2.5,4.5,TRUE,TRUE,HOME FAV
4160,9/6/98,1998,1,FALSE,PHI,0,38,SEA,,,38,FALSE,SEA,TRUE,-4.5,39,Veterans Stadium,FALSE,75,11,60,,SEA,Sunday,FALSE,38,0,38,-38,38,38,-4.5,-33.5,FALSE,AWAY FAV,FALSE
