,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,home_wins,away_wins,favorite_margin,primetime,team_favorite_id,favorite_cover,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,who_covered,day_week,primetime,winning_score,losing_score,win_margin,home_margin,away_margin,favorite_margin,home_favored_by,home_difference,home_cover,home_favorite_cover,home_dog_cover
434,12/20/80,1980,16,FALSE,MIA,17,24,NYJ,,,-7,FALSE,MIA,FALSE,-6,40,Orange Bowl,FALSE,69,12,61,,NYJ,Saturday,FALSE,24,17,7,-7,7,-7,6,-13,FALSE,FALSE,HOME FAV
435,12/20/80,1980,16,FALSE,TB,13,14,CHI,,,1,FALSE,CHI,PUSH,-1,35,Houlihan's Stadium,FALSE,59,8,72,,PUSH,Saturday,FALSE,14,13,1,-1,1,1,-1,0,PUSH,AWAY FAV,PUSH
436,12/21/80,1980,16,FALSE,IND,28,38,KC,,,-10,FALSE,IND,FALSE,-3,42,Memorial Stadium (Baltimore),FALSE,18,9,51,,KC,Sunday,FALSE,38,28,10,-10,10,-10,3,-13,FALSE,FALSE,HOME FAV
437,12/21/80,1980,16,FALSE,CIN,24,27,CLE,,,3,FALSE,CLE,PUSH,-3,38,Cinergy Field,FALSE,14,7,62,,PUSH,Sunday,FALSE,27,24,3,-3,3,3,-3,0,PUSH,AWAY FAV,PUSH
438,12/21/80,1980,16,FALSE,DAL,35,27,PHI,,,8,FALSE,DAL,TRUE,-5,42,Texas Stadium,FALSE,28,9,50,,DAL,Sunday,FALSE,35,27,8,8,-8,8,5,3,TRUE,TRUE,HOME FAV
439,12/21/80,1980,16,FALSE,DET,24,3,GB,,,21,FALSE,DET,TRUE,-6,38,Pontiac Silverdome,FALSE,72,0,,DOME,DET,Sunday,FALSE,24,3,21,21,-21,21,6,15,TRUE,TRUE,HOME FAV
440,12/21/80,1980,16,FALSE,TEN,20,16,MIN,,,4,FALSE,TEN,FALSE,-10,37,Houston Astrodome,FALSE,72,0,,DOME,MIN,Sunday,FALSE,20,16,4,4,-4,4,10,-6,FALSE,FALSE,HOME FAV
441,12/21/80,1980,16,FALSE,LAR,20,17,ATL,,,3,FALSE,LAR,PUSH,-3,44,Anaheim Stadium,FALSE,57,7,79,,PUSH,Sunday,FALSE,20,17,3,3,-3,3,3,0,PUSH,PUSH,HOME FAV
442,12/21/80,1980,16,FALSE,NO,27,38,NE,,,11,FALSE,NE,TRUE,-9,48,Louisiana Superdome,FALSE,72,0,,DOME,NE,Sunday,FALSE,38,27,11,-11,11,11,-9,-2,FALSE,AWAY FAV,FALSE
443,12/21/80,1980,16,FALSE,NYG,17,33,LVR,,,16,FALSE,LVR,TRUE,-8,42,Giants Stadium,FALSE,19,16,58,,LVR,Sunday,FALSE,33,17,16,-16,16,16,-8,-8,FALSE,AWAY FAV,FALSE
444,12/21/80,1980,16,FALSE,SF,13,18,BUF,,,5,FALSE,BUF,FALSE,-6,42,Candlestick Park,FALSE,53,6,82,,SF,Sunday,FALSE,18,13,5,-5,5,5,-6,1,TRUE,AWAY FAV,TRUE
445,12/21/80,1980,16,FALSE,SEA,17,25,DEN,,,-8,FALSE,SEA,FALSE,-2,42,Seattle Kingdome,FALSE,72,0,,DOME,DEN,Sunday,FALSE,25,17,8,-8,8,-8,2,-10,FALSE,FALSE,HOME FAV
446,12/21/80,1980,16,FALSE,ARI,7,31,WAS,,,-24,FALSE,ARI,FALSE,-2,38,Busch Memorial Stadium,FALSE,15,7,54,,WAS,Sunday,FALSE,31,7,24,-24,24,-24,2,-26,FALSE,FALSE,HOME FAV
447,12/22/80,1980,16,FALSE,LAC,26,17,PIT,,,9,TRUE,LAC,TRUE,-4,44,Qualcomm Stadium,FALSE,57,7,87,,LAC,Monday,TRUE,26,17,9,9,-9,9,4,5,TRUE,TRUE,HOME FAV
448,9/5/81,1981,1,FALSE,TB,21,13,MIN,,,8,TRUE,TB,TRUE,-1,37,Houlihan's Stadium,FALSE,81,8,74,,TB,Saturday,FALSE,21,13,8,8,-8,8,1,7,TRUE,TRUE,HOME FAV
449,9/6/81,1981,1,FALSE,ATL,27,0,NO,,,27,FALSE,ATL,TRUE,-10,45,Atlanta-Fulton County Stadium,FALSE,77,8,76,,ATL,Sunday,FALSE,27,0,27,27,-27,27,10,17,TRUE,TRUE,HOME FAV
450,9/6/81,1981,1,FALSE,BUF,31,0,NYJ,,,31,FALSE,BUF,TRUE,-4,41,Ralph Wilson Stadium,FALSE,66,8,94,,BUF,Sunday,FALSE,31,0,31,31,-31,31,4,27,TRUE,TRUE,HOME FAV
451,9/6/81,1981,1,FALSE,CHI,9,16,GB,,,-7,FALSE,CHI,FALSE,-4,37,Soldier Field,FALSE,63,8,84,,GB,Sunday,FALSE,16,9,7,-7,7,-7,4,-11,FALSE,FALSE,HOME FAV
452,9/6/81,1981,1,FALSE,CIN,27,21,SEA,,,6,FALSE,CIN,TRUE,-4,41,Cinergy Field,FALSE,69,8,71,,CIN,Sunday,FALSE,27,21,6,6,-6,6,4,2,TRUE,TRUE,HOME FAV
453,9/6/81,1981,1,FALSE,DEN,9,7,LVR,,,-2,FALSE,LVR,FALSE,-3,38,Mile High Stadium,FALSE,67,9,58,,DEN,Sunday,FALSE,9,7,2,2,-2,-2,-3,5,TRUE,AWAY FAV,TRUE
454,9/6/81,1981,1,FALSE,DET,24,17,SF,,,7,FALSE,DET,TRUE,-4,40,Pontiac Silverdome,FALSE,72,0,,DOME,DET,Sunday,FALSE,24,17,7,7,-7,7,4,3,TRUE,TRUE,HOME FAV
455,9/6/81,1981,1,FALSE,LAR,20,27,TEN,,,-7,FALSE,LAR,FALSE,-6,38,Anaheim Stadium,FALSE,69,9,73,,TEN,Sunday,FALSE,27,20,7,-7,7,-7,6,-13,FALSE,FALSE,HOME FAV
456,9/6/81,1981,1,FALSE,NE,28,29,IND,,,-1,FALSE,NE,FALSE,-6,45,Foxboro Stadium,FALSE,62,10,79,,IND,Sunday,FALSE,29,28,1,-1,1,-1,6,-7,FALSE,FALSE,HOME FAV
457,9/6/81,1981,1,FALSE,NYG,10,24,PHI,,,14,FALSE,PHI,TRUE,-6,38,Giants Stadium,FALSE,70,11,64,,PHI,Sunday,FALSE,24,10,14,-14,14,14,-6,-8,FALSE,AWAY FAV,FALSE
458,9/6/81,1981,1,FALSE,PIT,33,37,KC,,,-4,FALSE,PIT,FALSE,-10,37,Three Rivers Stadium,FALSE,67,4,81,,KC,Sunday,FALSE,37,33,4,-4,4,-4,10,-14,FALSE,FALSE,HOME FAV
459,9/6/81,1981,1,FALSE,ARI,7,20,MIA,,,13,FALSE,PICK,TRUE,0,38,Busch Memorial Stadium,FALSE,71,4,71,,PICK,Sunday,FALSE,20,7,13,-13,13,13,0,-13,FALSE,AWAY FAV,HOME FAV
460,9/6/81,1981,1,FALSE,WAS,10,26,DAL,,,16,FALSE,DAL,TRUE,-2,38,RFK Memorial Stadium,FALSE,75,8,80,,DAL,Sunday,FALSE,26,10,16,-16,16,16,-2,-14,FALSE,AWAY FAV,FALSE
461,9/7/81,1981,1,FALSE,CLE,14,44,LAC,,,-30,TRUE,CLE,FALSE,-2,45,Cleveland Municipal Stadium,FALSE,66,6,80,,LAC,Monday,TRUE,44,14,30,-30,30,-30,2,-32,FALSE,FALSE,HOME FAV
462,9/10/81,1981,2,FALSE,MIA,30,10,PIT,1,0,20,TRUE,MIA,TRUE,-2,41,Orange Bowl,FALSE,81,10,80,,MIA,Thursday,TRUE,30,10,20,20,-20,20,2,18,TRUE,TRUE,HOME FAV
463,9/13/81,1981,2,FALSE,IND,3,35,BUF,1,1,32,FALSE,BUF,TRUE,-2,43,Memorial Stadium (Baltimore),FALSE,78,7,61,,BUF,Sunday,FALSE,35,3,32,-32,32,32,-2,-30,FALSE,AWAY FAV,FALSE
464,9/13/81,1981,2,FALSE,CLE,3,9,TEN,0,1,-6,FALSE,CLE,FALSE,-4,43,Cleveland Municipal Stadium,FALSE,72,8,73,,TEN,Sunday,FALSE,9,3,6,-6,6,-6,4,-10,FALSE,FALSE,HOME FAV
465,9/13/81,1981,2,FALSE,DAL,30,17,ARI,1,0,13,FALSE,DAL,TRUE,-10,41,Texas Stadium,FALSE,82,9,62,,DAL,Sunday,FALSE,30,17,13,13,-13,13,10,3,TRUE,TRUE,HOME FAV
466,9/13/81,1981,2,FALSE,GB,17,31,ATL,1,1,14,FALSE,ATL,TRUE,-4,39,Lambeau Field,FALSE,65,8,73,,ATL,Sunday,FALSE,31,17,14,-14,14,14,-4,-10,FALSE,AWAY FAV,FALSE
467,9/13/81,1981,2,FALSE,KC,19,10,TB,1,1,9,FALSE,KC,TRUE,-3,38,Arrowhead Stadium,FALSE,74,4,66,,KC,Sunday,FALSE,19,10,9,9,-9,9,3,6,TRUE,TRUE,HOME FAV
468,9/13/81,1981,2,FALSE,NO,23,17,LAR,0,0,-6,FALSE,LAR,FALSE,-6,40,Louisiana Superdome,FALSE,72,0,,DOME,NO,Sunday,FALSE,23,17,6,6,-6,-6,-6,12,TRUE,AWAY FAV,TRUE
469,9/13/81,1981,2,FALSE,NYJ,30,31,CIN,0,1,-1,FALSE,NYJ,FALSE,-3.5,42,Giants Stadium,FALSE,75,16,50,,CIN,Sunday,FALSE,31,30,1,-1,1,-1,3.5,-4.5,FALSE,FALSE,HOME FAV
470,9/13/81,1981,2,FALSE,PHI,13,3,NE,1,0,10,FALSE,PHI,TRUE,-3.5,39,Veterans Stadium,FALSE,74,6,68,,PHI,Sunday,FALSE,13,3,10,10,-10,10,3.5,6.5,TRUE,TRUE,HOME FAV
471,9/13/81,1981,2,FALSE,LAC,28,23,DET,1,1,5,FALSE,LAC,FALSE,-7,43,Qualcomm Stadium,FALSE,73,11,81,,DET,Sunday,FALSE,28,23,5,5,-5,5,7,-2,FALSE,FALSE,HOME FAV
472,9/13/81,1981,2,FALSE,SF,28,17,CHI,0,0,-11,FALSE,PICK,FALSE,0,41,Candlestick Park,FALSE,62,12,70,,SF,Sunday,FALSE,28,17,11,11,-11,-11,0,11,TRUE,AWAY FAV,HOME FAV
473,9/13/81,1981,2,FALSE,SEA,13,10,DEN,0,1,-3,FALSE,PICK,FALSE,0,41,Seattle Kingdome,FALSE,72,0,,DOME,SEA,Sunday,FALSE,13,10,3,3,-3,-3,0,3,TRUE,AWAY FAV,HOME FAV
474,9/13/81,1981,2,FALSE,WAS,7,17,NYG,0,0,-10,FALSE,WAS,FALSE,-6,37,RFK Memorial Stadium,FALSE,81,7,63,,NYG,Sunday,FALSE,17,7,10,-10,10,-10,6,-16,FALSE,FALSE,HOME FAV
475,9/14/81,1981,2,FALSE,MIN,10,36,LVR,0,0,26,TRUE,LVR,TRUE,-2,41,Metropolitan Stadium,FALSE,66,13,48,,LVR,Monday,TRUE,36,10,26,-26,26,26,-2,-24,FALSE,AWAY FAV,FALSE
476,9/17/81,1981,3,FALSE,BUF,14,20,PHI,,,-6,TRUE,BUF,FALSE,-4,38,Ralph Wilson Stadium,FALSE,55,8,83,,PHI,Thursday,TRUE,20,14,6,-6,6,-6,4,-10,FALSE,FALSE,HOME FAV
477,9/20/81,1981,3,FALSE,ATL,34,17,SF,,,17,FALSE,ATL,TRUE,-9,41,Atlanta-Fulton County Stadium,FALSE,61,8,65,,ATL,Sunday,FALSE,34,17,17,17,-17,17,9,8,TRUE,TRUE,HOME FAV
478,9/20/81,1981,3,FALSE,CHI,28,17,TB,,,11,FALSE,CHI,TRUE,-3,35,Soldier Field,FALSE,58,8,68,,CHI,Sunday,FALSE,28,17,11,11,-11,11,3,8,TRUE,TRUE,HOME FAV
479,9/20/81,1981,3,FALSE,CIN,17,20,CLE,,,-3,FALSE,CIN,FALSE,-1,41,Cinergy Field,FALSE,63,14,59,,CLE,Sunday,FALSE,20,17,3,-3,3,-3,1,-4,FALSE,FALSE,HOME FAV
480,9/20/81,1981,3,FALSE,DEN,28,10,IND,,,18,FALSE,DEN,TRUE,-3,36,Mile High Stadium,FALSE,70,10,25,,DEN,Sunday,FALSE,28,10,18,18,-18,18,3,15,TRUE,TRUE,HOME FAV
481,9/20/81,1981,3,FALSE,TEN,10,16,MIA,,,-6,FALSE,TEN,FALSE,-3,37,Houston Astrodome,FALSE,72,0,,DOME,MIA,Sunday,FALSE,16,10,6,-6,6,-6,3,-9,FALSE,FALSE,HOME FAV
482,9/20/81,1981,3,FALSE,KC,31,42,LAC,,,11,FALSE,LAC,TRUE,-4,41,Arrowhead Stadium,FALSE,68,14,54,,LAC,Sunday,FALSE,42,31,11,-11,11,11,-4,-7,FALSE,AWAY FAV,FALSE
483,9/20/81,1981,3,FALSE,LAR,35,23,GB,,,12,FALSE,LAR,TRUE,-7,38,Anaheim Stadium,FALSE,69,7,80,,LAR,Sunday,FALSE,35,23,12,12,-12,12,7,5,TRUE,TRUE,HOME FAV
484,9/20/81,1981,3,FALSE,MIN,26,24,DET,,,-2,FALSE,DET,FALSE,-3.5,42,Metropolitan Stadium,FALSE,58,5,58,,MIN,Sunday,FALSE,26,24,2,2,-2,-2,-3.5,5.5,TRUE,AWAY FAV,TRUE
485,9/20/81,1981,3,FALSE,NYG,20,7,NO,,,13,FALSE,NYG,TRUE,-3,36,Giants Stadium,FALSE,61,20,59,,NYG,Sunday,FALSE,20,7,13,13,-13,13,3,10,TRUE,TRUE,HOME FAV
486,9/20/81,1981,3,FALSE,LVR,20,10,SEA,,,10,FALSE,LVR,TRUE,-7,40,Oakland Coliseum,FALSE,64,10,74,,LVR,Sunday,FALSE,20,10,10,10,-10,10,7,3,TRUE,TRUE,HOME FAV
487,9/20/81,1981,3,FALSE,PIT,38,10,NYJ,,,28,FALSE,PIT,TRUE,-5.5,43,Three Rivers Stadium,FALSE,59,17,64,,PIT,Sunday,FALSE,38,10,28,28,-28,28,5.5,22.5,TRUE,TRUE,HOME FAV
488,9/20/81,1981,3,FALSE,ARI,40,30,WAS,,,10,FALSE,ARI,TRUE,-3,38,Busch Memorial Stadium,FALSE,68,9,58,,ARI,Sunday,FALSE,40,30,10,10,-10,10,3,7,TRUE,TRUE,HOME FAV
489,9/21/81,1981,3,FALSE,NE,21,35,DAL,,,14,TRUE,DAL,TRUE,-2,42,Foxboro Stadium,FALSE,62,13,50,,DAL,Monday,TRUE,35,21,14,-14,14,14,-2,-12,FALSE,AWAY FAV,FALSE
490,9/27/81,1981,4,FALSE,IND,28,31,MIA,,,3,FALSE,MIA,PUSH,-3,38,Memorial Stadium (Baltimore),FALSE,67,8,65,,PUSH,Sunday,FALSE,31,28,3,-3,3,3,-3,0,PUSH,AWAY FAV,PUSH
491,9/27/81,1981,4,FALSE,CIN,27,24,BUF,,,-3,FALSE,BUF,FALSE,-4,39,Cinergy Field,FALSE,73,13,55,,CIN,Sunday,FALSE,27,24,3,3,-3,-3,-4,7,TRUE,AWAY FAV,TRUE
492,9/27/81,1981,4,FALSE,CLE,28,17,ATL,,,-11,FALSE,ATL,FALSE,-2,44,Cleveland Municipal Stadium,FALSE,70,17,56,,CLE,Sunday,FALSE,28,17,11,11,-11,-11,-2,13,TRUE,AWAY FAV,TRUE
493,9/27/81,1981,4,FALSE,DAL,18,10,NYG,,,8,FALSE,DAL,FALSE,-11,40,Texas Stadium,FALSE,82,10,59,,NYG,Sunday,FALSE,18,10,8,8,-8,8,11,-3,FALSE,FALSE,HOME FAV
494,9/27/81,1981,4,FALSE,DEN,42,24,LAC,,,-18,FALSE,LAC,FALSE,-3,42,Mile High Stadium,FALSE,63,6,28,,DEN,Sunday,FALSE,42,24,18,18,-18,-18,-3,21,TRUE,AWAY FAV,TRUE
495,9/27/81,1981,4,FALSE,DET,16,0,LVR,,,-16,FALSE,LVR,FALSE,-2,40,Pontiac Silverdome,FALSE,72,0,,DOME,DET,Sunday,FALSE,16,0,16,16,-16,-16,-2,18,TRUE,AWAY FAV,TRUE
496,9/27/81,1981,4,FALSE,GB,13,30,MIN,,,-17,FALSE,GB,FALSE,-3,41,Lambeau Field,FALSE,58,24,67,,MIN,Sunday,FALSE,30,13,17,-17,17,-17,3,-20,FALSE,FALSE,HOME FAV
497,9/27/81,1981,4,FALSE,NYJ,33,17,TEN,,,-16,FALSE,TEN,FALSE,-3,38,Giants Stadium,FALSE,69,15,68,,NYJ,Sunday,FALSE,33,17,16,16,-16,-16,-3,19,TRUE,AWAY FAV,TRUE
498,9/27/81,1981,4,FALSE,PHI,36,13,WAS,,,23,FALSE,PHI,TRUE,-9,37,Veterans Stadium,FALSE,68,9,66,,PHI,Sunday,FALSE,36,13,23,23,-23,23,9,14,TRUE,TRUE,HOME FAV
499,9/27/81,1981,4,FALSE,PIT,27,21,NE,,,6,FALSE,PIT,TRUE,-4,46,Three Rivers Stadium,FALSE,68,17,67,,PIT,Sunday,FALSE,27,21,6,6,-6,6,4,2,TRUE,TRUE,HOME FAV
500,9/27/81,1981,4,FALSE,SF,21,14,NO,,,7,FALSE,SF,TRUE,-6,43,Candlestick Park,FALSE,64,12,79,,SF,Sunday,FALSE,21,14,7,7,-7,7,6,1,TRUE,TRUE,HOME FAV
501,9/27/81,1981,4,FALSE,SEA,14,20,KC,,,-6,FALSE,SEA,FALSE,-2,42,Seattle Kingdome,FALSE,72,0,,DOME,KC,Sunday,FALSE,20,14,6,-6,6,-6,2,-8,FALSE,FALSE,HOME FAV
502,9/27/81,1981,4,FALSE,TB,20,10,ARI,,,10,FALSE,TB,TRUE,-1,38,Houlihan's Stadium,FALSE,77,8,68,,TB,Sunday,FALSE,20,10,10,10,-10,10,1,9,TRUE,TRUE,HOME FAV
503,9/28/81,1981,4,FALSE,CHI,7,24,LAR,,,17,TRUE,LAR,TRUE,-1,38,Soldier Field,FALSE,53,10,59,,LAR,Monday,TRUE,24,7,17,-17,17,17,-1,-16,FALSE,AWAY FAV,FALSE
504,10/4/81,1981,5,FALSE,BUF,23,17,IND,,,6,FALSE,BUF,FALSE,-7,43,Ralph Wilson Stadium,FALSE,47,11,70,,IND,Sunday,FALSE,23,17,6,6,-6,6,7,-1,FALSE,FALSE,HOME FAV
505,10/4/81,1981,5,FALSE,TEN,17,10,CIN,,,7,FALSE,TEN,TRUE,-3.5,37,Houston Astrodome,FALSE,72,0,,DOME,TEN,Sunday,FALSE,17,10,7,7,-7,7,3.5,3.5,TRUE,TRUE,HOME FAV
506,10/4/81,1981,5,FALSE,LAR,27,16,CLE,,,11,FALSE,LAR,TRUE,-2.5,42,Anaheim Stadium,FALSE,64,10,71,,LAR,Sunday,FALSE,27,16,11,11,-11,11,2.5,8.5,TRUE,TRUE,HOME FAV
507,10/4/81,1981,5,FALSE,MIA,28,28,NYJ,,,0,FALSE,MIA,FALSE,-6,42,Orange Bowl,FALSE,82,10,69,,NYJ,Sunday,FALSE,28,28,0,0,0,0,6,-6,FALSE,FALSE,HOME FAV
508,10/4/81,1981,5,FALSE,MIN,24,21,CHI,,,3,FALSE,MIN,FALSE,-5,41,Metropolitan Stadium,FALSE,50,13,82,,CHI,Sunday,FALSE,24,21,3,3,-3,3,5,-2,FALSE,FALSE,HOME FAV
509,10/4/81,1981,5,FALSE,NE,33,17,KC,,,16,FALSE,NE,TRUE,-6,45,Foxboro Stadium,FALSE,52,16,58,,NE,Sunday,FALSE,33,17,16,16,-16,16,6,10,TRUE,TRUE,HOME FAV
510,10/4/81,1981,5,FALSE,NO,6,20,PIT,,,14,FALSE,PIT,TRUE,-6,44,Louisiana Superdome,FALSE,72,0,,DOME,PIT,Sunday,FALSE,20,6,14,-14,14,14,-6,-8,FALSE,AWAY FAV,FALSE
511,10/4/81,1981,5,FALSE,NYG,14,27,GB,,,-13,FALSE,NYG,FALSE,-3,37,Giants Stadium,FALSE,53,17,56,,GB,Sunday,FALSE,27,14,13,-13,13,-13,3,-16,FALSE,FALSE,HOME FAV
512,10/4/81,1981,5,FALSE,LVR,0,17,DEN,,,-17,FALSE,LVR,FALSE,-4,37,Oakland Coliseum,FALSE,58,11,76,,DEN,Sunday,FALSE,17,0,17,-17,17,-17,4,-21,FALSE,FALSE,HOME FAV
513,10/4/81,1981,5,FALSE,LAC,24,10,SEA,,,14,FALSE,LAC,TRUE,-9,46,Qualcomm Stadium,FALSE,69,8,68,,LAC,Sunday,FALSE,24,10,14,14,-14,14,9,5,TRUE,TRUE,HOME FAV
514,10/4/81,1981,5,FALSE,ARI,20,17,DAL,,,-3,FALSE,DAL,FALSE,-5.5,44,Busch Memorial Stadium,FALSE,64,13,54,,ARI,Sunday,FALSE,20,17,3,3,-3,-3,-5.5,8.5,TRUE,AWAY FAV,TRUE
515,10/4/81,1981,5,FALSE,TB,28,10,DET,,,18,FALSE,TB,TRUE,-1,36,Houlihan's Stadium,FALSE,76,9,76,,TB,Sunday,FALSE,28,10,18,18,-18,18,1,17,TRUE,TRUE,HOME FAV
516,10/4/81,1981,5,FALSE,WAS,17,30,SF,,,-13,FALSE,WAS,FALSE,-2,43,RFK Memorial Stadium,FALSE,58,10,59,,SF,Sunday,FALSE,30,17,13,-13,13,-13,2,-15,FALSE,FALSE,HOME FAV
517,10/5/81,1981,5,FALSE,PHI,16,13,ATL,,,3,TRUE,PHI,TRUE,-2,39,Veterans Stadium,FALSE,62,7,66,,PHI,Monday,TRUE,16,13,3,3,-3,3,2,1,TRUE,TRUE,HOME FAV
518,10/11/81,1981,6,FALSE,ATL,35,37,LAR,,,-2,FALSE,ATL,FALSE,-4,41,Atlanta-Fulton County Stadium,FALSE,60,11,88,,LAR,Sunday,FALSE,37,35,2,-2,2,-2,4,-6,FALSE,FALSE,HOME FAV
519,10/11/81,1981,6,FALSE,IND,19,41,CIN,,,-22,FALSE,IND,FALSE,-2,41,Memorial Stadium (Baltimore),FALSE,52,4,67,,CIN,Sunday,FALSE,41,19,22,-22,22,-22,2,-24,FALSE,FALSE,HOME FAV
520,10/11/81,1981,6,FALSE,CHI,7,24,WAS,,,-17,FALSE,CHI,FALSE,-4,40,Soldier Field,FALSE,48,8,78,,WAS,Sunday,FALSE,24,7,17,-17,17,-17,4,-21,FALSE,FALSE,HOME FAV
521,10/11/81,1981,6,FALSE,DEN,27,21,DET,,,6,FALSE,DEN,FALSE,-7,36,Mile High Stadium,FALSE,64,14,33,,DET,Sunday,FALSE,27,21,6,6,-6,6,7,-1,FALSE,FALSE,HOME FAV
522,10/11/81,1981,6,FALSE,GB,10,21,TB,,,-11,FALSE,GB,FALSE,-4,38,Lambeau Field,FALSE,49,7,85,,TB,Sunday,FALSE,21,10,11,-11,11,-11,4,-15,FALSE,FALSE,HOME FAV
523,10/11/81,1981,6,FALSE,TEN,35,17,SEA,,,18,FALSE,TEN,TRUE,-7,36,Houston Astrodome,FALSE,72,0,,DOME,TEN,Sunday,FALSE,35,17,18,18,-18,18,7,11,TRUE,TRUE,HOME FAV
524,10/11/81,1981,6,FALSE,KC,27,0,LVR,,,-27,FALSE,LVR,FALSE,-1,37,Arrowhead Stadium,FALSE,57,12,75,,KC,Sunday,FALSE,27,0,27,27,-27,-27,-1,28,TRUE,AWAY FAV,TRUE
525,10/11/81,1981,6,FALSE,NO,14,31,PHI,,,17,FALSE,PHI,TRUE,-9,37,Louisiana Superdome,FALSE,72,0,,DOME,PHI,Sunday,FALSE,31,14,17,-17,17,17,-9,-8,FALSE,AWAY FAV,FALSE
526,10/11/81,1981,6,FALSE,NYG,34,14,ARI,,,20,FALSE,NYG,TRUE,-1,38,Giants Stadium,FALSE,52,11,54,,NYG,Sunday,FALSE,34,14,20,20,-20,20,1,19,TRUE,TRUE,HOME FAV
527,10/11/81,1981,6,FALSE,NYJ,28,24,NE,,,-4,FALSE,NE,FALSE,-2.5,46,Giants Stadium,FALSE,52,11,54,,NYJ,Sunday,FALSE,28,24,4,4,-4,-4,-2.5,6.5,TRUE,AWAY FAV,TRUE
528,10/11/81,1981,6,FALSE,PIT,13,7,CLE,,,6,FALSE,PIT,TRUE,-3.5,46,Three Rivers Stadium,FALSE,51,6,68,,PIT,Sunday,FALSE,13,7,6,6,-6,6,3.5,2.5,TRUE,TRUE,HOME FAV
529,10/11/81,1981,6,FALSE,LAC,31,33,MIN,,,-2,FALSE,LAC,FALSE,-7,46,Qualcomm Stadium,FALSE,68,13,69,,MIN,Sunday,FALSE,33,31,2,-2,2,-2,7,-9,FALSE,FALSE,HOME FAV
530,10/11/81,1981,6,FALSE,SF,45,14,DAL,,,-31,FALSE,DAL,FALSE,-5,45,Candlestick Park,FALSE,58,18,67,,SF,Sunday,FALSE,45,14,31,31,-31,-31,-5,36,TRUE,AWAY FAV,TRUE
531,10/12/81,1981,6,FALSE,BUF,31,21,MIA,,,10,TRUE,BUF,TRUE,-4,39,Ralph Wilson Stadium,FALSE,44,8,63,,BUF,Monday,TRUE,31,21,10,10,-10,10,4,6,TRUE,TRUE,HOME FAV
532,10/18/81,1981,7,FALSE,ATL,41,20,ARI,,,21,FALSE,ATL,TRUE,-8,45,Atlanta-Fulton County Stadium,FALSE,68,16,71,,ATL,Sunday,FALSE,41,20,21,21,-21,21,8,13,TRUE,TRUE,HOME FAV
533,10/18/81,1981,7,FALSE,IND,14,43,LAC,,,29,FALSE,LAC,TRUE,-4.5,51,Memorial Stadium (Baltimore),FALSE,53,10,73,,LAC,Sunday,FALSE,43,14,29,-29,29,29,-4.5,-24.5,FALSE,AWAY FAV,FALSE
534,10/18/81,1981,7,FALSE,CIN,34,7,PIT,,,-27,FALSE,PIT,FALSE,-1,45,Cinergy Field,FALSE,57,20,69,,CIN,Sunday,FALSE,34,7,27,27,-27,-27,-1,28,TRUE,AWAY FAV,TRUE
535,10/18/81,1981,7,FALSE,CLE,20,17,NO,,,3,FALSE,CLE,FALSE,-11,41,Cleveland Municipal Stadium,FALSE,57,27,53,,NO,Sunday,FALSE,20,17,3,3,-3,3,11,-8,FALSE,FALSE,HOME FAV
536,10/18/81,1981,7,FALSE,DAL,29,17,LAR,,,12,FALSE,DAL,TRUE,-5,43,Texas Stadium,FALSE,64,15,55,,DAL,Sunday,FALSE,29,17,12,12,-12,12,5,7,TRUE,TRUE,HOME FAV
537,10/18/81,1981,7,FALSE,GB,3,13,SF,,,10,FALSE,SF,TRUE,-1,44,Lambeau Field,FALSE,47,21,78,,SF,Sunday,FALSE,13,3,10,-10,10,10,-1,-9,FALSE,AWAY FAV,FALSE
538,10/18/81,1981,7,FALSE,KC,28,14,DEN,,,-14,FALSE,PICK,FALSE,0,37,Arrowhead Stadium,FALSE,49,23,53,,KC,Sunday,FALSE,28,14,14,14,-14,-14,0,14,TRUE,AWAY FAV,HOME FAV
539,10/18/81,1981,7,FALSE,MIA,13,10,WAS,,,3,FALSE,MIA,FALSE,-7,40,Orange Bowl,FALSE,76,7,66,,WAS,Sunday,FALSE,13,10,3,3,-3,3,7,-4,FALSE,FALSE,HOME FAV
540,10/18/81,1981,7,FALSE,MIN,35,23,PHI,,,-12,FALSE,PHI,FALSE,-3.5,44,Metropolitan Stadium,FALSE,44,27,61,,MIN,Sunday,FALSE,35,23,12,12,-12,-12,-3.5,15.5,TRUE,AWAY FAV,TRUE
541,10/18/81,1981,7,FALSE,NE,38,10,TEN,,,28,FALSE,NE,TRUE,-3.5,43,Foxboro Stadium,FALSE,51,14,77,,NE,Sunday,FALSE,38,10,28,28,-28,28,3.5,24.5,TRUE,TRUE,HOME FAV
542,10/18/81,1981,7,FALSE,NYJ,33,14,BUF,,,-19,FALSE,BUF,FALSE,-3,46,Giants Stadium,FALSE,55,17,70,,NYJ,Sunday,FALSE,33,14,19,19,-19,-19,-3,22,TRUE,AWAY FAV,TRUE
