schedule_season,schedule_week,team_home,score_home,score_away,team_away,favorite_margin,team_favorite_id,favorite_cover,spread_favorite,home_cover,fits_shank,fits_wever,fits_vergin,fits_vergin_monday,fits_gandar,fits_davis,fits_fodor
1979,2,BUF,51,24,CIN,-27,CIN,FALSE,-3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1979,2,CHI,26,7,MIN,19,CHI,TRUE,-6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2,DET,24,27,WAS,3,PICK,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1979,2,GB,28,19,NO,9,GB,TRUE,-3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1979,2,KC,24,27,CLE,3,PICK,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2,MIA,19,10,SEA,9,MIA,TRUE,-7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1979,2,NE,56,3,NYJ,53,NE,TRUE,-8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1979,2,NYG,14,27,ARI,13,ARI,TRUE,-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2,PIT,38,7,TEN,31,PIT,TRUE,-6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2,LAC,30,10,LVR,20,LAC,TRUE,-3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2,SF,13,21,DAL,8,DAL,FALSE,-13,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,2,PHI,10,14,ATL,-4,PHI,FALSE,-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,3,ATL,17,20,DEN,3,DEN,PUSH,-3,PUSH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
